universityName,universityType,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,totalPreference,top1PreferenceRatio,avgOrderofPreference,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount,baseScore,topScore,totalForeignStudents,totalStudentNumber,Urap_Rank,Urap_Score,avg_monthly_income_group,Time_for_employment,employment_rate,base_salary_by_year,inflation_by_year,growth_by_year
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mimarlıkvetasarımfakültesi,i̇çmimarlık,202412791,SAY,Türkçe,100.0,15,15,0.0,İSTANBUL,Marmara,2,1,1,200768.0,165863.0,262527.0,427302.0,17452.5,0.0,3.33,311.0,0.58,9.4,5.7,0.0,0.4,0.867,196,94,42,257.25327,278.35896,5110.0,17480.0,126.0,325.73,-0.3345791355216119,13.887815228923529,75.59646617154982,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mimarlıkvetasarımfakültesi,i̇çmimarlık,202412807,SAY,Türkçe,50.0,85,85,22725.0,İSTANBUL,Marmara,2,1,1,373830.0,260100.0,508917.0,1111755.0,56865.0,1931625.0,3.53,356.0,1.1,5.9,2.7,0.412,0.753,0.976,788,427,179,257.25327,278.35896,5110.0,17480.0,126.0,325.73,-0.3345791355216119,13.887815228923529,75.59646617154982,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202410874,EA,İngilizce,100.0,10,10,0.0,İSTANBUL,Marmara,0,0,9,164233.0,133683.0,320945.0,518607.0,15275.0,0.0,7.0,204.0,0.44,8.6,4.7,0.2,0.5,0.9,146,111,26,351.29756,387.69882,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202410874,EA,İngilizce,100.0,10,10,0.0,İSTANBUL,Marmara,0,0,9,164233.0,133683.0,320945.0,518607.0,15275.0,0.0,7.0,204.0,0.44,8.6,4.7,0.2,0.5,0.9,146,111,26,263.97863,317.86788,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202410874,EA,İngilizce,100.0,10,10,0.0,İSTANBUL,Marmara,0,0,9,164233.0,133683.0,320945.0,518607.0,15275.0,0.0,7.0,204.0,0.44,8.6,4.7,0.2,0.5,0.9,146,111,26,217.65202,271.22393,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202410098,EA,Türkçe,100.0,10,10,0.0,İSTANBUL,Marmara,2,0,2,259017.0,242842.0,467451.0,623191.0,8087.5,0.0,5.0,311.0,0.35,10.0,6.3,0.1,0.3,0.8,121,94,30,351.29756,387.69882,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202410098,EA,Türkçe,100.0,10,10,0.0,İSTANBUL,Marmara,2,0,2,259017.0,242842.0,467451.0,623191.0,8087.5,0.0,5.0,311.0,0.35,10.0,6.3,0.1,0.3,0.8,121,94,30,263.97863,317.86788,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202410098,EA,Türkçe,100.0,10,10,0.0,İSTANBUL,Marmara,2,0,2,259017.0,242842.0,467451.0,623191.0,8087.5,0.0,5.0,311.0,0.35,10.0,6.3,0.1,0.3,0.8,121,94,30,217.65202,271.22393,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202490674,EA,İngilizce,50.0,55,21,18661.25,İSTANBUL,Marmara,0,0,9,585923.0,239137.0,646518.0,1197041.0,173393.0,391886.25,3.33,145.0,0.28,8.0,2.8,0.19,0.762,1.0,172,121,120,351.29756,387.69882,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202490674,EA,İngilizce,50.0,55,21,18661.25,İSTANBUL,Marmara,0,0,9,585923.0,239137.0,646518.0,1197041.0,173393.0,391886.25,3.33,145.0,0.28,8.0,2.8,0.19,0.762,1.0,172,121,120,263.97863,317.86788,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202490674,EA,İngilizce,50.0,55,21,18661.25,İSTANBUL,Marmara,0,0,9,585923.0,239137.0,646518.0,1197041.0,173393.0,391886.25,3.33,145.0,0.28,8.0,2.8,0.19,0.762,1.0,172,121,120,217.65202,271.22393,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202490673,EA,Türkçe,50.0,55,13,18661.25,İSTANBUL,Marmara,0,0,9,577303.0,457080.0,695288.0,1170161.0,60111.5,242596.25,1.54,86.0,0.58,7.8,2.1,0.385,0.846,1.0,73,64,88,351.29756,387.69882,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202490673,EA,Türkçe,50.0,55,13,18661.25,İSTANBUL,Marmara,0,0,9,577303.0,457080.0,695288.0,1170161.0,60111.5,242596.25,1.54,86.0,0.58,7.8,2.1,0.385,0.846,1.0,73,64,88,263.97863,317.86788,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,i̇şletme,202490673,EA,Türkçe,50.0,55,13,18661.25,İSTANBUL,Marmara,0,0,9,577303.0,457080.0,695288.0,1170161.0,60111.5,242596.25,1.54,86.0,0.58,7.8,2.1,0.385,0.846,1.0,73,64,88,217.65202,271.22393,5110.0,17480.0,126.0,325.73,0.0,19.8,74.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,eğitimfakültesi,i̇lköğretimmatematiköğretmenliği,202412358,SAY,Türkçe,100.0,6,6,0.0,İSTANBUL,Marmara,2,0,3,83988.0,71723.0,109045.0,267131.0,6132.5,0.0,6.67,203.0,0.79,8.8,3.5,0.3329999999999999,0.667,1.0,70,45,25,481.13078,505.28904,5110.0,17480.0,126.0,325.73,-1.0,9.6,83.7,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,eğitimfakültesi,i̇lköğretimmatematiköğretmenliği,202412376,SAY,Türkçe,50.0,34,34,25646.666666666664,İSTANBUL,Marmara,2,0,3,168283.0,95851.0,219946.0,405885.0,36216.0,871986.6666666666,7.35,292.0,0.89,6.7,4.8,0.059,0.471,0.941,457,269,93,481.13078,505.28904,5110.0,17480.0,126.0,325.73,-1.0,9.6,83.7,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202412816,SAY,İngilizce,100.0,3,3,0.0,İSTANBUL,Marmara,2,1,0,189464.0,152781.0,305664.0,480052.0,18341.5,0.0,6.67,161.0,0.19,10.6,7.3,0.0,0.0,1.0,29,16,22,2030476.0,337.96964,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202412816,SAY,İngilizce,100.0,3,3,0.0,İSTANBUL,Marmara,2,1,0,189464.0,152781.0,305664.0,480052.0,18341.5,0.0,6.67,161.0,0.19,10.6,7.3,0.0,0.0,1.0,29,16,22,252.06083,259.93546,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202412816,SAY,İngilizce,100.0,3,3,0.0,İSTANBUL,Marmara,2,1,0,189464.0,152781.0,305664.0,480052.0,18341.5,0.0,6.67,161.0,0.19,10.6,7.3,0.0,0.0,1.0,29,16,22,249.38066,306.13492,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202411218,SAY,Türkçe,100.0,5,5,0.0,İSTANBUL,Marmara,2,1,1,191165.0,152886.0,284380.0,339857.0,19139.5,0.0,6.0,163.0,0.37,9.9,2.8,0.2,0.6,1.0,56,29,40,2030476.0,337.96964,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202411218,SAY,Türkçe,100.0,5,5,0.0,İSTANBUL,Marmara,2,1,1,191165.0,152886.0,284380.0,339857.0,19139.5,0.0,6.0,163.0,0.37,9.9,2.8,0.2,0.6,1.0,56,29,40,252.06083,259.93546,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202411218,SAY,Türkçe,100.0,5,5,0.0,İSTANBUL,Marmara,2,1,1,191165.0,152886.0,284380.0,339857.0,19139.5,0.0,6.0,163.0,0.37,9.9,2.8,0.2,0.6,1.0,56,29,40,249.38066,306.13492,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202412825,SAY,İngilizce,50.0,21,2,19325.0,İSTANBUL,Marmara,2,1,0,288169.0,266995.0,321206.0,413935.0,10587.0,38650.0,10.0,27.0,0.37,9.6,1.5,0.5,1.0,1.0,17,11,32,2030476.0,337.96964,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202412825,SAY,İngilizce,50.0,21,2,19325.0,İSTANBUL,Marmara,2,1,0,288169.0,266995.0,321206.0,413935.0,10587.0,38650.0,10.0,27.0,0.37,9.6,1.5,0.5,1.0,1.0,17,11,32,252.06083,259.93546,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202412825,SAY,İngilizce,50.0,21,2,19325.0,İSTANBUL,Marmara,2,1,0,288169.0,266995.0,321206.0,413935.0,10587.0,38650.0,10.0,27.0,0.37,9.6,1.5,0.5,1.0,1.0,17,11,32,249.38066,306.13492,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202411227,SAY,Türkçe,50.0,25,5,19325.0,İSTANBUL,Marmara,2,1,0,294935.0,234845.0,550942.0,1104126.0,30045.0,96625.0,2.0,41.0,0.0,9.7,4.6,0.0,0.6,0.8,33,20,42,2030476.0,337.96964,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202411227,SAY,Türkçe,50.0,25,5,19325.0,İSTANBUL,Marmara,2,1,0,294935.0,234845.0,550942.0,1104126.0,30045.0,96625.0,2.0,41.0,0.0,9.7,4.6,0.0,0.6,0.8,33,20,42,252.06083,259.93546,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,i̇nşaatmühendisliği,202411227,SAY,Türkçe,50.0,25,5,19325.0,İSTANBUL,Marmara,2,1,0,294935.0,234845.0,550942.0,1104126.0,30045.0,96625.0,2.0,41.0,0.0,9.7,4.6,0.0,0.6,0.8,33,20,42,249.38066,306.13492,5110.0,17480.0,126.0,325.73,1.0,10.4,81.0,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,eğitimfakültesi,i̇ngilizceöğretmenliği,202410644,DİL,İngilizce,100.0,8,8,0.0,İSTANBUL,Marmara,1,0,5,10407.0,7534.0,307333.0,593532.0,1436.5,0.0,3.75,328.0,0.91,7.8,4.0,0.125,0.375,1.0,102,85,39,2919254.0,380.24178,5110.0,17480.0,126.0,325.73,0.0,7.8,86.1,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,eğitimfakültesi,i̇ngilizceöğretmenliği,202410653,DİL,İngilizce,50.0,42,42,51969.18396226415,İSTANBUL,Marmara,1,0,5,25280.0,11931.0,581528.0,1018005.0,6674.5,2182705.7264150945,2.86,373.0,1.37,5.1,3.0,0.262,0.69,0.976,411,270,185,2919254.0,380.24178,5110.0,17480.0,126.0,325.73,0.0,7.8,86.1,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,yabancıdilleryüksekokulu,i̇ngilizcemütercimvetercümanlık,202490626,DİL,Türkçe,100.0,13,13,0.0,İSTANBUL,Marmara,0,0,0,11745.0,9035.0,335941.0,497924.0,1355.0,0.0,3.85,243.0,1.03,7.2,4.3,0.154,0.385,1.0,109,15,22,248.43866,306.16185,5110.0,17480.0,126.0,325.73,-0.3345791355216119,13.887815228923529,75.59646617154982,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,fen-edebiyatfakültesi,i̇ngilizdiliveedebiyatı,202410768,DİL,İngilizce,100.0,11,11,0.0,İSTANBUL,Marmara,1,0,5,14034.0,11901.0,343808.0,813500.0,1066.5,0.0,3.64,336.0,0.89,7.7,5.5,0.182,0.364,0.909,137,67,38,444.60791,4774763.0,5110.0,17480.0,126.0,325.73,-1.0,10.8,74.5,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,sağlıkbilimlerifakültesi,çocukgelişimi,202412004,EA,Türkçe,100.0,12,12,0.0,İSTANBUL,Marmara,1,0,3,239774.0,142398.0,403080.0,607729.0,48688.0,0.0,5.0,332.0,0.72,8.9,4.4,0.25,0.5,0.917,124,56,37,205.48605,276.05938,5110.0,17480.0,126.0,325.73,-2.0,9.9,77.8,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,sağlıkbilimlerifakültesi,çocukgelişimi,202412022,EA,Türkçe,50.0,68,50,16283.333333333332,İSTANBUL,Marmara,1,0,3,584669.0,303627.0,854220.0,1492064.0,140521.0,814166.6666666666,1.2,174.0,1.09,5.2,2.6,0.38,0.68,1.0,498,195,120,205.48605,276.05938,5110.0,17480.0,126.0,325.73,-2.0,9.9,77.8,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,eğitimfakültesi,arapçaöğretmenliği,202412164,DİL,Türkçe,100.0,4,4,0.0,İSTANBUL,Marmara,3,0,3,12577.0,9180.0,364509.0,364509.0,1698.5,0.0,5.0,81.0,1.11,5.8,2.3,0.25,1.0,1.0,35,15,22,363.57967,480.94463,5110.0,17480.0,126.0,325.73,0.0,9.0,82.3,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,yabancıdilleryüksekokulu,arapçamütercimvetercümanlık,202490624,DİL,Türkçe,100.0,3,3,0.0,İSTANBUL,Marmara,0,0,0,18010.0,13255.0,911513.0,1254228.0,2377.5,0.0,6.67,53.0,0.57,6.8,5.3,0.3329999999999999,0.3329999999999999,1.0,37,6,3,248.11749,296.56428,5110.0,17480.0,126.0,325.73,-0.3345791355216119,13.887815228923529,75.59646617154982,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,eğitimfakültesi,özeleğitimöğretmenliği,202412658,SÖZ,Türkçe,100.0,9,9,0.0,İSTANBUL,Marmara,0,0,4,6308.0,3516.0,557511.0,825148.0,1396.0,0.0,2.22,471.0,1.21,6.7,2.9,0.3329999999999999,0.667,1.0,86,82,41,490.88868,5101628.0,5110.0,17480.0,126.0,325.73,1.0,4.1,96.1,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,eğitimfakültesi,özeleğitimöğretmenliği,202412667,SÖZ,Türkçe,50.0,51,51,51969.18396226415,İSTANBUL,Marmara,0,0,4,39803.0,7742.0,544265.0,951316.0,16030.5,2650428.382075472,5.49,535.0,2.0,4.5,4.3,0.176,0.392,0.941,589,424,101,490.88868,5101628.0,5110.0,17480.0,126.0,325.73,1.0,4.1,96.1,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,sağlıkbilimlerifakültesi,beslenmevediyetetik,202412613,SAY,Türkçe,100.0,7,7,0.0,İSTANBUL,Marmara,0,2,2,122339.0,108596.0,118959.0,170216.0,6871.5,0.0,5.71,247.0,0.28,9.9,7.9,0.0,0.143,0.7140000000000001,116,94,25,2473876.0,285.83111,5110.0,17480.0,126.0,325.73,-2.0,17.3,64.9,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,sağlıkbilimlerifakültesi,beslenmevediyetetik,202412631,SAY,Türkçe,25.0,38,38,36622.5,İSTANBUL,Marmara,0,2,2,366671.0,255754.0,477684.0,1161904.0,55458.5,1391655.0,3.16,246.0,0.65,5.5,2.1,0.395,0.895,1.0,353,183,48,2473876.0,285.83111,5110.0,17480.0,126.0,325.73,-2.0,17.3,64.9,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,bilgisayarmühendisliği,202411042,SAY,İngilizce,100.0,11,11,0.0,İSTANBUL,Marmara,2,0,4,36854.0,23676.0,49597.0,83471.0,6589.0,0.0,7.27,449.0,0.47,9.3,6.4,0.0,0.364,0.818,192,137,35,304.63793,377.60821,5110.0,17480.0,126.0,325.73,2.0,12.1,84.9,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,bilgisayarmühendisliği,202410141,SAY,İngilizce,50.0,64,64,20650.0,İSTANBUL,Marmara,2,0,4,117869.0,52152.0,133744.0,338486.0,32858.5,1321600.0,4.38,784.0,1.11,5.7,3.1,0.203,0.609,1.0,724,464,185,304.63793,377.60821,5110.0,17480.0,126.0,325.73,2.0,12.1,84.9,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,güzelsanatlarfakültesi,dijitaloyuntasarımı,202490575,SAY,Türkçe,100.0,9,9,0.0,İSTANBUL,Marmara,1,0,3,89599.0,71521.0,139845.0,241289.0,9039.0,0.0,5.56,244.0,1.39,6.9,6.8,0.0,0.222,0.667,137,41,14,267.08068,326.74299,5110.0,17480.0,126.0,325.73,-0.3345791355216119,13.887815228923529,75.59646617154982,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,güzelsanatlarfakültesi,dijitaloyuntasarımı,202490576,SAY,Türkçe,50.0,51,51,51969.18396226415,İSTANBUL,Marmara,1,0,3,339796.0,98730.0,393958.0,739712.0,120533.0,2650428.382075472,3.92,251.0,1.24,5.8,2.6,0.275,0.784,1.0,475,216,71,267.08068,326.74299,5110.0,17480.0,126.0,325.73,-0.3345791355216119,13.887815228923529,75.59646617154982,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,ekonomivefinans,202410856,EA,Türkçe,100.0,7,7,0.0,İSTANBUL,Marmara,1,2,2,252517.0,64973.0,297124.0,688216.0,93772.0,0.0,0.0,90.0,1.22,8.1,5.1,0.143,0.286,1.0,71,21,27,204.11073,259.90912,5110.0,17480.0,126.0,325.73,-1.0,13.7,75.3,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇ktisadivei̇daribilimlerfakültesi,ekonomivefinans,202490672,EA,Türkçe,50.0,43,5,19381.25,İSTANBUL,Marmara,1,2,2,564177.0,311352.0,631764.0,955414.0,126412.5,96906.25,0.0,44.0,0.68,7.2,1.4,0.6,1.0,1.0,40,17,99,204.11073,259.90912,5110.0,17480.0,126.0,325.73,-1.0,13.7,75.3,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,elektrik-elektronikmühendisliği,202411069,SAY,İngilizce,100.0,9,9,0.0,İSTANBUL,Marmara,1,0,3,69836.0,59048.0,82031.0,152670.0,5394.0,0.0,8.89,175.0,0.17,11.0,10.1,0.0,0.111,0.667,166,97,24,279.11259,345.88099,5110.0,17480.0,126.0,325.73,2.0,11.6,84.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,elektrik-elektronikmühendisliği,202410274,SAY,İngilizce,50.0,50,50,19505.0,İSTANBUL,Marmara,1,0,3,269757.0,119591.0,294452.0,763110.0,75083.0,975250.0,3.8,293.0,0.44,8.3,4.0,0.14,0.5,0.94,546,254,111,279.11259,345.88099,5110.0,17480.0,126.0,325.73,2.0,11.6,84.4,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,endüstrimühendisliği,202411087,SAY,İngilizce,100.0,12,12,0.0,İSTANBUL,Marmara,3,0,2,68130.0,52136.0,78955.0,136438.0,7997.0,0.0,5.83,254.0,0.75,9.8,7.1,0.083,0.25,0.833,179,91,36,256.65544,337.51971,5110.0,17480.0,126.0,325.73,2.0,11.7,84.9,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,endüstrimühendisliği,202410292,SAY,İngilizce,50.0,67,67,19505.0,İSTANBUL,Marmara,3,0,2,245078.0,113648.0,245235.0,472083.0,65715.0,1306835.0,4.33,522.0,0.54,7.5,3.8,0.09,0.493,0.985,675,372,190,256.65544,337.51971,5110.0,17480.0,126.0,325.73,2.0,11.7,84.9,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mimarlıkvetasarımfakültesi,endüstriyeltasarım,202490625,SAY,Türkçe,100.0,8,8,0.0,İSTANBUL,Marmara,1,1,2,191769.0,97883.0,194647.0,267907.0,46943.0,0.0,6.25,135.0,0.52,9.1,4.9,0.0,0.5,1.0,100,44,8,254.30587,3904932.0,5110.0,17480.0,126.0,325.73,0.0,13.4,73.8,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,mimarlıkvetasarımfakültesi,endüstriyeltasarım,202490678,SAY,Türkçe,50.0,47,7,51969.18396226415,İSTANBUL,Marmara,1,1,2,384716.0,348494.0,459036.0,587863.0,18111.0,363784.28773584904,1.43,71.0,0.14,9.3,4.0,0.143,0.7140000000000001,1.0,60,21,37,254.30587,3904932.0,5110.0,17480.0,126.0,325.73,0.0,13.4,73.8,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,sağlıkbilimlerifakültesi,fizyoterapiverehabilitasyon,202412455,SAY,Türkçe,100.0,12,12,0.0,İSTANBUL,Marmara,3,0,1,188282.0,153822.0,251268.0,473241.0,17230.0,0.0,4.17,241.0,0.66,9.1,4.9,0.083,0.5,0.833,182,101,32,236.05167,236.05167,5110.0,17480.0,126.0,325.73,-2.0,9.7,75.3,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,sağlıkbilimlerifakültesi,fizyoterapiverehabilitasyon,202412464,SAY,Türkçe,50.0,68,68,51969.18396226415,İSTANBUL,Marmara,3,0,1,378541.0,219754.0,534594.0,1148276.0,79393.5,3533904.509433962,4.12,286.0,0.8,7.4,3.6,0.2789999999999999,0.618,0.941,704,367,116,236.05167,236.05167,5110.0,17480.0,126.0,325.73,-2.0,9.7,75.3,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇letişimfakültesi,görseli̇letişimtasarımı,202412482,SÖZ,Türkçe,100.0,10,10,0.0,İSTANBUL,Marmara,0,1,3,34614.0,17960.0,380487.0,536286.0,8327.0,0.0,6.0,188.0,0.69,7.2,3.8,0.1,0.6,1.0,80,36,34,2169121.0,2169121.0,5110.0,17480.0,126.0,325.73,-1.0,14.7,70.3,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇letişimfakültesi,görseli̇letişimtasarımı,202412491,SÖZ,Türkçe,50.0,60,60,18000.0,İSTANBUL,Marmara,0,1,3,545375.0,214201.0,1035029.0,1585751.0,165587.0,1080000.0,1.17,236.0,1.31,5.9,2.3,0.5,0.8,0.983,478,212,187,2169121.0,2169121.0,5110.0,17480.0,126.0,325.73,-1.0,14.7,70.3,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,güzelsanatlarfakültesi,gastronomivemutfaksanatları,202412394,SÖZ,Türkçe,100.0,15,15,0.0,İSTANBUL,Marmara,2,0,2,13783.0,4481.0,285703.0,548807.0,4651.0,0.0,5.33,196.0,1.22,6.7,6.1,0.067,0.133,1.0,189,133,43,359.31801,428.96994,5110.0,17480.0,126.0,325.73,-1.0,11.3,67.1,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,güzelsanatlarfakültesi,gastronomivemutfaksanatları,202412394,SÖZ,Türkçe,100.0,15,15,0.0,İSTANBUL,Marmara,2,0,2,13783.0,4481.0,285703.0,548807.0,4651.0,0.0,5.33,196.0,1.22,6.7,6.1,0.067,0.133,1.0,189,133,43,398.81696,439.83704,5110.0,17480.0,126.0,325.73,-1.0,11.3,67.1,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇letişimfakültesi,gazetecilik,202410989,SÖZ,Türkçe,100.0,4,4,0.0,İSTANBUL,Marmara,0,1,4,78243.0,67446.0,565681.0,655516.0,5398.5,0.0,0.0,182.0,0.44,9.0,4.5,0.25,0.25,1.0,41,20,24,348.35185,4105899.0,5110.0,17480.0,126.0,325.73,-1.0,15.8,68.3,2825,36.0,11.6
İSTANBUL AYDIN ÜNİVERSİTESİ,vakıf,i̇letişimfakültesi,gazetecilik,202410477,SÖZ,Türkçe,50.0,26,9,19980.0,İSTANBUL,Marmara,0,1,4,531728.0,233919.0,967917.0,1434850.0,148904.5,179820.0,0.0,57.0,0.53,6.0,2.0,0.3329999999999999,1.0,1.0,75,23,77,348.35185,4105899.0,5110.0,17480.0,126.0,325.73,-1.0,15.8,68.3,2825,36.0,11.6
