academicYear,universityName,universityType,totalForeignStudents,totalStudentNumber
2022,MEF ÜNİVERSİTESİ,VAKIF,23,

2022,MERSİN ÜNİVERSİTESİ,DEVLET,3499,

2022,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,DEVLET,175,

2022,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,DEVLET,1262,

2022,MUNZUR ÜNİVERSİTESİ,DEVLET,107,

2022,MUŞ ALPARSLAN ÜNİVERSİTESİ,DEVLET,11,

2022,NECMETTİN ERBAKAN ÜNİVERSİTESİ,DEVLET,1794,

2022,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,DEVLET,611,

2022,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,DEVLET,1073,

2022,NİŞANTAŞI ÜNİVERSİTESİ,VAKIF,3176,

2022,NUH NACİ YAZGAN ÜNİVERSİTESİ,VAKIF,38,

2022,ONDOKUZ MAYIS ÜNİVERSİTESİ,DEVLET,4722,

2022,ORDU ÜNİVERSİTESİ,DEVLET,40,

2022,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,DEVLET,1920,

2022,OSMANİYE KORKUT ATA ÜNİVERSİTESİ,DEVLET,96,

2022,OSTİM TEKNİK ÜNİVERSİTESİ,VAKIF,1473,

2022,ÖZYEĞİN ÜNİVERSİTESİ,VAKIF,917,

2022,PAMUKKALE ÜNİVERSİTESİ,DEVLET,921,

2022,PİRİ REİS ÜNİVERSİTESİ,VAKIF,9,

2022,RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,DEVLET,468,

2022,SABANCI ÜNİVERSİTESİ,VAKIF,556,

2022,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,1526,

2022,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,DEVLET,2666,

2022,SAKARYA ÜNİVERSİTESİ,DEVLET,4960,

2022,SAMSUN ÜNİVERSİTESİ,DEVLET,190,

2022,SANKO ÜNİVERSİTESİ,VAKIF,31,

2022,SELÇUK ÜNİVERSİTESİ,DEVLET,2186,

2022,SİİRT ÜNİVERSİTESİ,DEVLET,2031,

2022,SİNOP ÜNİVERSİTESİ,DEVLET,137,

2022,SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,DEVLET,4,

2022,SİVAS CUMHURİYET ÜNİVERSİTESİ,DEVLET,2469,

2022,SÜLEYMAN DEMİREL ÜNİVERSİTESİ,DEVLET,1797,

2022,ŞIRNAK ÜNİVERSİTESİ,DEVLET,82,

2022,TARSUS ÜNİVERSİTESİ,DEVLET,29,

2022,TED ÜNİVERSİTESİ,VAKIF,271,

2022,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,DEVLET,967,

2022,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,VAKIF,27,

2022,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,DEVLET,3131,

2022,TOROS ÜNİVERSİTESİ,VAKIF,80,

2022,TRABZON ÜNİVERSİTESİ,DEVLET,158,

2022,TRAKYA ÜNİVERSİTESİ,DEVLET,4377,

2022,TÜRK HAVA KURUMU ÜNİVERSİTESİ,VAKIF,72,

2022,TÜRK-ALMAN ÜNİVERSİTESİ,DEVLET,82,

2022,UFUK ÜNİVERSİTESİ,VAKIF,6,

2022,UŞAK ÜNİVERSİTESİ,DEVLET,2365,

2022,ÜSKÜDAR ÜNİVERSİTESİ,VAKIF,3338,

2022,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,DEVLET,517,

2022,YALOVA ÜNİVERSİTESİ,DEVLET,1025,

2022,YAŞAR ÜNİVERSİTESİ,VAKIF,189,

2022,YEDİTEPE ÜNİVERSİTESİ,VAKIF,944,

2022,YILDIZ TEKNİK ÜNİVERSİTESİ,DEVLET,2377,

2022,YOZGAT BOZOK ÜNİVERSİTESİ,DEVLET,842,

2022,YÜKSEK İHTİSAS ÜNİVERSİTESİ,VAKIF,187,

2022,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,DEVLET,2032,

