academicYear,universityName,universityType,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityFoundingYear,facultyFoundingYear,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,sameRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount
2024,YAŞAR ÜNİVERSİTESİ,vak�f,İnsan ve Toplum Bilimleri Fakültesi,İngiliz Dili ve Edebiyatı,206010063,DİL,İngilizce,50,42,42,,,,İZMİR,Ege,---,---,---,44.619,14.845,755.776,1.393.961,,,"% 21,4","% 92,9",171,,"% 9,4","% 26,9","% 76,6","7,1",,"6,5","% 11,9","% 28,6","% 83,3",,291,152,443,226,160
2024,MALTEPE ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,204110041,DİL,İngilizce,50,7,7,,,,İSTANBUL ,,---,---,---,45.002,19.229,577.102,950.455,,,,,321,,"% 9,3","% 34,6","% 79,8","6,4",,"6,1","% 28,6","% 42,9","% 85,7",,25,27,52,43,66
2024,KAPADOKYA ÜNİVERSİTESİ,vak�f,Uygulamalı Bilimler Yüksekokulu,Turizm Rehberliği,203852041,DİL,,100,5,5,,,,NEVŞEHİR,İç Anadolu,---,1,2,44.307,37.793,,,,,"% 100,0","% 33,3",59,,"% 8,5","% 30,5","% 72,9","7,7",,"4,5","% 0,0","% 33,3","% 100,0",,43,14,57,5,6
2024,BAŞKENT ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,200610084,DİL,,50,35,35,,,,ANKARA ,,---,---,---,46.345,8.337,592.342,1.309.111,,,"% 40,0",,256,,"% 13,7","% 34,0","% 76,6","6,7",,"5,0","% 28,6","% 45,7","% 85,7",,150,146,298,171,140
2024,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,vak�f,Edebiyat Fakültesi,İngiliz Dili ve Edebiyatı,202210349,DİL,İngilizce,50,55,55,,,,İSTANBUL,Marmara,---,---,---,46.624,20.488,663.72,1.161.014,,,"% 12,7","% 89,1",250,,"% 10,0","% 49,2","% 86,4","5,3",,"3,6","% 21,8","% 69,1","% 94,5",,372,267,639,263,105
2024,BAŞKENT ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngilizce Mütercim ve Tercümanlık,200690491,DİL,,50,33,33,,,,ANKARA ,,---,---,---,46.853,14.605,591.78,1.193.718,,,"% 48,5",,295,,"% 8,8","% 28,1","% 73,9","7,4",,"5,5","% 24,2","% 48,5","% 87,9",,129,169,298,170,100
2024,YEDİTEPE ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngiliz Dili ve Edebiyatı,206111112,DİL,İngilizce,50,51,51,,,,İSTANBUL ,,---,---,---,48.272,13.437,726.483,1.714.104,,,"% 21,6",,450,,"% 12,9","% 34,0","% 73,1","6,7",,"3,3","% 39,2","% 72,5","% 94,1",,113,347,467,188,223
2024,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngilizce Mütercim ve Tercümanlık,206290199,DİL,,50,47,47,,,,İSTANBUL,Marmara,---,---,---,48.44,20.17,760.186,2.098.399,,,"% 4,3","% 95,7",291,,"% 12,0","% 48,5","% 82,8","5,8",,"3,2","% 31,9","% 89,4","% 95,7",,120,290,410,224,134
2024,BİRUNİ ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,207650943,DİL,,50,42,42,,,,İSTANBUL ,,---,---,---,49.25,18.629,657.655,1.136.861,,,"% 7,1",,408,,"% 29,2","% 52,5","% 84,6","5,0",,"3,1","% 45,2","% 71,4","% 95,2",,101,235,336,205,186
2024,İZMİR EKONOMİ ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngilizce Mütercim ve Tercümanlık,203590169,DİL,,25,55,55,,,,İZMİR,Ege,---,---,---,51.867,10.201,639.324,1.410.356,,,"% 50,9","% 78,2",172,,"% 14,5","% 43,0","% 79,7","6,1",,"3,3","% 34,5","% 70,9","% 94,5",,212,251,466,219,181
2024,YEDİTEPE ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngiliz Dili ve Edebiyatı,206110195,DİL,İngilizce,0,4,4,,,,İSTANBUL ,,---,---,---,52.306,47.472,967.464,1.151.693,,,,,90,,"% 3,3","% 27,8","% 72,2","7,5",,"7,8","% 0,0","% 50,0","% 75,0",,17,22,39,8,37
2024,ÜSKÜDAR ÜNİVERSİTESİ,vak�f,İnsan ve Toplum Bilimleri Fakültesi,İngilizce Mütercim ve Tercümanlık,206552534,DİL,,50,51,51,,,,İSTANBUL ,,---,---,---,52.474,25.26,731.794,1.406.669,,,"% 21,6",,259,,"% 9,3","% 38,2","% 85,3","5,8",,"3,2","% 23,5","% 70,6","% 96,1",,134,314,448,238,121
2024,HASAN KALYONCU ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,201610848,DİL,İngilizce,25,24,24,,,,GAZİANTEP,Güneydoğu Anadolu,---,---,---,54.485,28.589,577.798,1.859.551,,,"% 37,5","% 70,8",122,,"% 13,1","% 44,3","% 75,4","7,0",,"7,8","% 4,2","% 37,5","% 70,8",,194,67,266,201,99
2024,YAŞAR ÜNİVERSİTESİ,vak�f,İnsan ve Toplum Bilimleri Fakültesi,İngilizce Mütercim ve Tercümanlık,206090362,DİL,,25,33,33,,,,İZMİR,Ege,---,---,---,58.423,18.705,789.31,2.096.588,,,"% 33,3","% 87,9",167,,"% 12,6","% 31,7","% 79,6","6,5",,"4,1","% 36,4","% 57,6","% 90,9",,121,123,248,108,100
2024,TED ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngiliz Dili ve Edebiyatı,206710438,DİL,İngilizce,50,47,47,,,,ANKARA ,,---,---,---,60.276,21.536,677.885,1.195.696,,,"% 25,5",,257,,"% 6,6","% 26,5","% 72,4","7,2",,"4,4","% 21,3","% 51,1","% 91,5",,151,299,452,217,176
2024,YAŞAR ÜNİVERSİTESİ,vak�f,Uygulamalı Bilimler Yüksekokulu,Turizm Rehberliği,206011007,DİL,İngilizce,50,20,20,,,,İZMİR,Ege,---,---,---,58.11,24.255,,,,,"% 20,0","% 95,0",68,,"% 17,6","% 32,4","% 77,9","6,2",,"4,6","% 20,0","% 55,0","% 95,0",,99,56,156,26,79
