Rus dili ve edebiyatı,13.9,13.6
Görsel iletişim tasarımı,14.7,13.6
Sermaye piyasası,14.1,13.6
Antrenörlük eğitimi,14.6,13.6
Orman mühendisliği,14.7,13.7
Çizgi film ve animasyon,14.2,13.7
İletişim bilimleri,14.7,13.8
Biyomedikal mühendisliği,14.6,13.8
Peyzaj mimarlığı,14.6,13.8
Çevre mühendisliği,14.1,14.0
Kore dili ve edebiyatı,.,14.0
Müzik,14.9,14.0
Coğrafya öğretmenliği,13.9,14.1
İletişim ve tasarımı,15.5,14.1
Havacılık yönetimi,15.4,14.1
Bilgisayar ve öğretim teknolojileri öğretmenliği,14.2,14.1
Metal öğretmenliği,14.4,14.2
Otomotiv öğretmenliği,14.2,14.2
Enerji sistemleri mühendisliği,14.8,14.2
İslami ilimler,15.6,14.4
Türk dili ve edebiyatı öğretmenliği,14.4,14.4
Malzeme bilimi ve mühendisliği,14.9,14.5
Şehir ve bölge planlama,15.0,14.5
Rekreasyon,15.1,14.5
Jeoloji mühendisliği,14.7,14.5
Uluslararası finans ve bankacılık,15.3,14.6
Biyoloji öğretmenliği,15.1,14.6
Spor yöneticiliği,15.6,14.7
Grafik sanatlar,15.4,14.7
Sağlık yönetimi,15.7,14.7
"Radyo, televizyon ve sinema",15.7,14.8
Televizyon haberciliği ve programcılığı,15.2,14.9
Psikoloji,15.5,14.9
Sanat ve kültür yönetimi,16.0,15.0
Gazetecilik,15.8,15.0
Biyoteknoloji,.,15.0
Halkla ilişkiler ve tanıtım,15.9,15.1
Türkçe öğretmenliği,15.1,15.1
Fizik mühendisliği,15.7,15.2
Bilgisayar sistemleri öğretmenliği,14.9,15.2
Protohistorya ve ön asya arkeolojisi,15.8,15.4
Finans ve bankacılık,16.7,15.4
Biyomühendislik,16.6,15.4
Fen bilgisi öğretmenliği,15.4,15.4
Yapı öğretmenliği,14.6,15.5
Elektrik öğretmenliği,15.4,15.5
Felsefe grubu öğretmenliği,15.3,15.5
Seramik ve cam,16.7,15.6
Arkeoloji,16.2,15.7
Müzikoloji,16.5,15.8
Fizik,16.3,15.8
Orman endüstrisi mühendisliği,15.9,15.8
Zootekni,16.5,15.9
Opera,.,15.9
Fars dili ve edebiyatı,16.7,15.9
Bilgi ve belge yönetimi,16.3,16.0
Felsefe,16.4,16.0
Jeofizik mühendisliği,16.3,16.1
Elektronik öğretmenliği,16.4,16.2
Beslenme ve diyetetik,17.3,16.3
Sanat tarihi,16.9,16.3
Sosyal hizmet,17.0,16.3
Moleküler biyoloji ve genetik,18.1,16.5
Aktüerya bilimleri,18.4,16.5
Tarımsal yapılar ve sulama,16.8,16.5
Genetik ve biyomühendislik,17.7,16.6
Biyokimya,18.0,16.7
Su ürünleri mühendisliği,17.5,16.8
Tarımsal biyoteknoloji,17.6,16.9
Toprak bilimi ve bitki besleme,17.4,16.9
Geleneksel Türk sanatları,18.0,16.9
Türk halkbilimi,17.7,16.9
Ekonometri,18.2,17.1
Biyoloji,17.7,17.1
Bitki koruma,18.0,17.1
Tarım makineleri,17.2,17.2
Çağdaş Türk lehçeleri ve edebiyatları,18.1,17.2
Coğrafya,18.0,17.3
Biyosistem mühendisliği,18.1,17.3
Sosyal bilgiler öğretmenliği,17.7,17.3
Fotoğraf,18.8,17.4
Tarla bitkileri,18.2,17.5
Resim-iş öğretmenliği,18.5,17.5
Gemi makineleri işletme mühendisliği,19.0,17.6
Çalışma ekonomisi ve endüstri ilişkileri,18.9,17.8
Antropoloji,18.1,17.8
Siyaset bilimi ve uluslararası ilişkiler,18.9,17.9
Tarih,18.8,17.9
İstatistik,19.2,18.1
Seramik,19.1,18.1
Bahçe bitkileri,18.9,18.2
Uluslararası ilişkiler,19.3,18.3
Resim,19.6,18.4
Deniz ulaştırma işletme mühendisliği,19.3,18.4
Sosyoloji,19.0,18.4
Ziraat mühendisliği,16.7,18.4
Tarım ekonomisi,19.3,18.4
İşletme,19.8,18.5
Astronomi ve uzay bilimleri,19.3,18.8
İktisat,20.1,19.0
Aile ve tüketici bilimleri,18.8,19.1
Türk dili ve edebiyatı,19.7,19.1
Tarih öğretmenliği,19.1,19.1
Siyaset bilimi ve kamu yönetimi,21.2,20.1
Heykel,21.6,20.3
Maliye,22.2,20.7
Hukuk,22.4,21.9
Kamu yönetimi,24.5,23.2
Bilgisayar öğretmenliği,13.5,.
Talaşlı üretim öğretmenliği,11.7,.
Moda tasarımı öğretmenliği,19.1,.

