AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,GİNE CUMHURİYETİ,4,1,5
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,GİNE-BİSSAU CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,HOLLANDA KRALLIĞI,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,IRAK CUMHURİYETİ,29,21,50
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,İRAN İSLAM CUMHURİYETİ,8,11,19
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,İSVİÇRE KONFEDERASYONU,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,KAMERUN CUMHURİYETİ,10,1,11
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,KAZAKİSTAN CUMHURİYETİ,46,31,77
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,KENYA CUMHURİYETİ,3,0,3
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,KIRGIZ CUMHURİYETİ,2,2,4
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,KOMORLAR BİRLİĞİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,KONGO CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,LİBYA DEVLETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,MADAGASKAR CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,MALİ CUMHURİYETİ,3,1,4
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,MISIR ARAP CUMHURİYETİ,32,13,45
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,MOĞOLİSTAN,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,MORİTANYA İSLAM CUMHURİYETİ,9,5,14
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,NİJERYA FEDERAL CUMHURİYETİ,2,0,2
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,ÖZBEKİSTAN CUMHURİYETİ,27,9,36
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,PAKİSTAN İSLAM CUMHURİYETİ,10,2,12
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,POLONYA CUMHURİYETİ,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,RUANDA CUMHURİYETİ,1,1,2
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,RUSYA FEDERASYONU,1,1,2
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,SENEGAL CUMHURİYETİ,4,5,9
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,SIRBİSTAN CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,SOMALİ FEDERAL CUMHURİYETİ,25,17,42
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,SUDAN CUMHURİYETİ,17,4,21
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,SURİYE ARAP CUMHURİYETİ,223,153,376
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,SUUDİ ARABİSTAN KRALLIĞI,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,TACİKİSTAN CUMHURİYETİ,2,0,2
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,TANZANYA BİRLEŞİK CUMHURİYETİ,1,1,2
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,TOGO CUMHURİYETİ,1,1,2
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,TUNUS CUMHURİYETİ,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,TÜRKMENİSTAN,31,16,47
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,UGANDA CUMHURİYETİ,3,0,3
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,UKRAYNA,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,ÜRDÜN HAŞİMİ KRALLIĞI,11,8,19
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,YEMEN CUMHURİYETİ,126,15,141
