,İSTANBUL TEKNİK ÜNİVERSİTESİ,DEVLET,İSTANBUL,BİRİNCİ Ö.,0,0,0,17175,8470,25645,4786,2876,7662,2208,1673,3881,24169,13019,37188,
,İSTANBUL TİCARET ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,19,19,38,3621,2851,6472,1137,941,2078,328,206,534,5105,4017,9122,
,İSTANBUL ÜNİVERSİTESİ,DEVLET,İSTANBUL,BİRİNCİ Ö.,463,350,813,20744,21108,41852,3804,3891,7695,2943,2965,5908,27954,28314,56268,
,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,DEVLET,İSTANBUL,BİRİNCİ Ö.,3967,2936,6903,10324,9758,20082,987,1212,2199,999,1256,2255,16277,15162,31439,
,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,739,1106,1845,2496,2867,5363,533,397,930,36,22,58,3804,4392,8196,
,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,0,0,0,609,1160,1769,145,167,312,43,51,94,797,1378,2175,
,İSTİNYE ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,892,1521,2413,2578,4504,7082,166,230,396,1,2,3,3637,6257,9894,
,İZMİR BAKIRÇAY ÜNİVERSİTESİ,DEVLET,İZMİR,BİRİNCİ Ö.,119,128,247,1405,1710,3115,212,209,421,8,9,17,1744,2056,3800,
,İZMİR DEMOKRASİ ÜNİVERSİTESİ,DEVLET,İZMİR,BİRİNCİ Ö.,104,150,254,2909,3338,6247,153,213,366,9,27,36,3175,3728,6903,
,İZMİR EKONOMİ ÜNİVERSİTESİ,VAKIF,İZMİR,BİRİNCİ Ö.,831,918,1749,3654,3795,7449,186,350,536,38,50,88,4709,5113,9822,
,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,DEVLET,İZMİR,BİRİNCİ Ö.,276,478,754,5947,6056,12003,528,550,1078,219,172,391,6970,7256,14226,
,İZMİR KAVRAM MESLEK YÜKSEKOKULU,VAKIF MYO,İZMİR,BİRİNCİ Ö.,771,1014,1785,0,0,0,0,0,0,0,0,0,771,1014,1785,
,İZMİR TINAZTEPE ÜNİVERSİTESİ,VAKIF,İZMİR,BİRİNCİ Ö.,48,146,194,53,209,262,0,17,17,0,0,0,101,372,473,
,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,DEVLET,İZMİR,BİRİNCİ Ö.,0,0,0,2564,2231,4795,459,443,902,208,241,449,3231,2915,6146,
,KADİR HAS ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,71,56,127,2360,2675,5035,221,292,513,139,102,241,2791,3125,5916,
,KAFKAS ÜNİVERSİTESİ,DEVLET,KARS,BİRİNCİ Ö.,1871,2188,4059,5108,4941,10049,553,542,1095,93,81,174,7625,7752,15377,
,KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ,DEVLET,KAHRAMANMARAŞ,BİRİNCİ Ö.,592,196,788,16,24,40,10,1,11,0,0,0,618,221,839,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,DEVLET,KAHRAMANMARAŞ,BİRİNCİ Ö.,4848,4423,9271,6773,7440,14213,1166,958,2124,278,203,481,13065,13024,26089,
,KAPADOKYA ÜNİVERSİTESİ,VAKIF,NEVŞEHİR,BİRİNCİ Ö.,1775,2018,3793,512,872,1384,215,206,421,0,0,0,2502,3096,5598,
,KARABÜK ÜNİVERSİTESİ,DEVLET,KARABÜK,BİRİNCİ Ö.,4466,3211,7677,13180,8443,21623,2129,1410,3539,686,192,878,20461,13256,33717,
,KARADENİZ TEKNİK ÜNİVERSİTESİ,DEVLET,TRABZON,BİRİNCİ Ö.,2273,1456,3729,11356,9324,20680,835,990,1825,686,589,1275,15150,12359,27509,
,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,DEVLET,KARAMAN,BİRİNCİ Ö.,1987,2346,4333,3325,4020,7345,705,591,1296,61,45,106,6078,7002,13080,
,KASTAMONU ÜNİVERSİTESİ,DEVLET,KASTAMONU,BİRİNCİ Ö.,3489,2623,6112,6333,6806,13139,828,844,1672,208,122,330,10858,10395,21253,
,KAYSERİ ÜNİVERSİTESİ,DEVLET,KAYSERİ,BİRİNCİ Ö.,6593,3452,10045,533,613,1146,102,100,202,21,21,42,7249,4186,11435,
,KIRIKKALE ÜNİVERSİTESİ,DEVLET,KIRIKKALE,BİRİNCİ Ö.,2818,1976,4794,7962,9551,17513,1062,1045,2107,315,162,477,12157,12734,24891,
,KIRKLARELİ ÜNİVERSİTESİ,DEVLET,KIRKLARELİ,BİRİNCİ Ö.,3849,2986,6835,4738,5061,9799,515,452,967,23,21,44,9125,8520,17645,
,KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ,DEVLET,KIRŞEHİR,BİRİNCİ Ö.,2816,2424,5240,4641,5496,10137,526,456,982,63,48,111,8046,8424,16470,
,KİLİS 7 ARALIK ÜNİVERSİTESİ,DEVLET,KİLİS,BİRİNCİ Ö.,1304,1336,2640,2247,3111,5358,206,181,387,10,4,14,3767,4632,8399,
,KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,VAKIF,KOCAELİ,BİRİNCİ Ö.,565,1130,1695,35,87,122,0,0,0,0,0,0,600,1217,1817,
,KOCAELİ ÜNİVERSİTESİ,DEVLET,KOCAELİ,BİRİNCİ Ö.,8467,5602,14069,15529,13138,28667,2337,1992,4329,769,569,1338,27102,21301,48403,
,KOÇ ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,0,0,0,3795,3510,7305,426,425,851,351,402,753,4572,4337,8909,
,KONYA GIDA VE TARIM ÜNİVERSİTESİ,VAKIF,KONYA,BİRİNCİ Ö.,0,0,0,347,432,779,64,47,111,3,4,7,414,483,897,
